"Learning and Skills Council/Skills Funding Agency","16231","Department for Business, Innovation and Skills","11399",,,,
"Leasehold Advisory Service","16232","Department for Communities and Local Government","11401",,,,
"Leeds Teaching Hospitals NHS Trust","16233","National Health Service","11567",,,,
"Leicestershire Partnership NHS Trust","16234","National Health Service","11567",,,,
"Lewisham Primary Care Trust","16235","National Health Service","11567",,,,
"Lincolnshire Primary Care Trust","16236","National Health Service","11567",,,,
"Liverpool Heart and Chest Hospital NHS Foundation Trust","16237","National Health Service","11567",,,,
"Liverpool Primary Care Trust","16238","National Health Service","11567",,,,
"Local Better Regulation Office (LBRO)","16239","Department for Business, Innovation and Skills","11399",,,,
"London Ambulance Service NHS Trust","16240","National Health Service","11567",,,,
"London Thames Gateway Development Corporation","16241","Department for Communities and Local Government","11401",,,,
"Legal Services Board","16242","Ministry of Justice","11400",,,,
"Manchester Mental Health and Social Care Trust","16243","National Health Service","11567",,,,
"Manchester Primary Care Trust","16244","National Health Service","11567",,,,
"Medway Primary Care Trust","16246","National Health Service","11567",,,,
"Mersey Care NHS Trust","16247","National Health Service","11567",,,,
"Met Office","16248","Department for Business, Innovation and Skills","11399",,,,
"Medicines and Healthcare products Regulatory Agency","16249","Department of Health","11410",,,,
"Mid Staffordshire NHS Foundation Trust","16250","National Health Service","11567",,,,
"Milton Keynes Hospital NHS Foundation Trust","16251","National Health Service","11567",,,,
"Milton Keynes Primary Care Trust","16252","National Health Service","11567",,,,
"Monitor - Independent Regulator of NHS Foundation Trusts","16253","National Health Service","11567",,,,
"Museum of Science and Industry","16254",,,"MOSI",,"http://www.mosi.org.uk/","Museum of Science and Industry"
"Museums Libraries and Archives Council","16255","Department for Culture, Media and Sport","11419",,,,
"National College for Leadership of Schools and Children's Services","16256","Department for Education","11424",,,,
"National Employment Savings Trust","16257","Department for Work and Pensions","11409",,,,
"National Forest Company","16258","Department for Environment, Food and Rural Affairs","11403",,,,
"National Fraud Authority","16259","Attorney General's Office","11604",,,,
"National Heritage Memorial Fund","16260","Department for Culture, Media and Sport","11419",,,,
"National Museum of Science and Industry","16261","Department for Culture, Media and Sport","11419",,,,
"National Museums Liverpool","16262","Department for Culture, Media and Sport","11419",,,,
"National Offender Management Service","16263","Ministry of Justice","11400","NOMS",,,
"National Patient Safety Agency","16264","National Health Service","11567",,,,
"National Policing Improvement Agency","16265","Home Office","11402",,,,
"National Treatment Agency for Substance Misuse","16266","National Health Service","11567",,,,
"Natural Environment Research Council","16267","Department for Business, Innovation and Skills","11399",,,,
"Office of National Statistics","16268","Office for National Statistics","11408",,,,
"Newham Primary Care Trust","16269","National Health Service","11567",,,,
"Natural History Museum","16271","Department for Culture, Media and Sport","11419",,,,
"NHS Ashton, Leigh and Wigan","16272","National Health Service","11567",,,,
"NHS Bassetlaw","16273","National Health Service","11567",,,,
"NHS Bath & North East Somerset","16274","National Health Service","11567",,,,
"NHS Bedfordshire","16275","National Health Service","11567",,,,
"NHS Blackpool","16276","National Health Service","11567",,,,
"NHS Blood and Transplant","16277","National Health Service","11567",,,,
"NHS Bolton","16278","National Health Service","11567",,,,
"NHS Bournemouth & Poole","16279","National Health Service","11567",,,,
"NHS Bradford and Airedale","16280","National Health Service","11567",,,,
"NHS Bury","16281","National Health Service","11567",,,,
"NHS Central Lancashire","16282","National Health Service","11567",,,,
"NHS Choices","16283","National Health Service","11567",,,,
"NHS Connecting for Health","16284","National Health Service","11567",,,,
"NHS Connecting for Health and NHS Business Services Authority","16285","National Health Service","11567",,,,
"NHS Cornwall and Isles of Scilly","16286","National Health Service","11567",,,,
"NHS Coventry","16287","National Health Service","11567",,,,
"NHS Derbyshire County","16288","National Health Service","11567",,,,
"NHS Devon","16289","National Health Service","11567",,,,
"NHS East Lancashire","16290","National Health Service","11567",,,,
"NHS East of England Strategic Health Authority","16291","National Health Service","11567",,,,
"NHS East Riding of Yorkshire","16292","National Health Service","11567",,,,
"NHS Eastern and Coastal Kent","16293","National Health Service","11567",,,,
"NHS Gloucestershire","16294","National Health Service","11567",,,,
"NHS Hammersmith and Fulham","16295","National Health Service","11567",,,,
"NHS Harrow","16296","National Health Service","11567",,,,
"NHS Institute for Innovation and Improvement","16297","National Health Service","11567",,,,
"NHS Islington","16298","National Health Service","11567",,,,
"NHS Knowsley","16299","National Health Service","11567",,,,
"NHS Leeds","16300","National Health Service","11567",,,,
"NHS Leicester City","16301","National Health Service","11567",,,,
"NHS Litigation Authority","16302","National Health Service","11567",,,,
"NHS London","16303","National Health Service","11567",,,,
"NHS North Lincolnshire","16304","National Health Service","11567",,,,
"NHS North Staffordshire","16305","National Health Service","11567",,,,
"NHS North West","16306","National Health Service","11567",,,,
"NHS Redbridge","16307","National Health Service","11567",,,,
"NHS Rotherham","16308","National Health Service","11567",,,,
"NHS South East Coast","16309","National Health Service","11567",,,,
"NHS Surrey","16310","National Health Service","11567",,,,
"NHS Tameside & Glossop","16311","National Health Service","11567",,,,
"NHS Telford & Wrekin","16312","National Health Service","11567",,,,
"NHS Trafford","16313","National Health Service","11567",,,,
"NHS Walsall","16314","National Health Service","11567",,,,
"NHS Wandsworth","16315","National Health Service","11567",,,,
"NHS West Sussex","16316","National Health Service","11567",,,,
"NHS Wiltshire","16317","National Health Service","11567",,,,
"Business Services Authority (NHS)","16318","National Health Service","11567",,,,
"Norfolk and Waveney Mental Health NHS Foundation Trust","16319","National Health Service","11567",,,,
"North Bristol NHS Trust","16320","National Health Service","11567",,,,
"North Cumbria University Hospitals NHS Trust","16321","National Health Service","11567",,,,
"North East Lincolnshire Care Trust Plus","16322","National Health Service","11567",,,,
"North Lancashire Teaching PCT","16323","National Health Service","11567",,,,
"North Staffordshire Combined Healthcare NHS Trust","16324","National Health Service","11567",,,,
"North Staffordshire Shared Services","16325","National Health Service","11567",,,,
"North Tyneside Primary Care Trust","16326","National Health Service","11567",,,,
"North West Specialised Commissioning Team","16327","National Health Service","11567",,,,
"Northern Devon Healthcare NHS Trust","16328","National Health Service","11567",,,,
"Northern Ireland Statistics and Research Agency","16329","Northern Ireland Executive","11415",,,,
"NHS Nottingham City","16330","National Health Service","11567",,,,
"Nottingham University Hospitals NHS Trust","16331","National Health Service","11567",,,,
"Nottinghamshire County Teaching Primary Care Trust","16332","National Health Service","11567",,,,
"Nottinghamshire Healthcare NHS Trust","16333","National Health Service","11567",,,,
"Office of Government Commerce","16334","Cabinet Office","11407",,,,
"Office of the Advocate General of Scotland","16335",,,,,,
"Office of the Children's Commissioner","16336","Department for Education","11424",,,,
"Office of the First and Deputy First Minister","16337","Northern Ireland Executive","11415",,,,
"Office of the Immigration Services Commissioner","16338","Home Office","11402",,,,
"Office of the Prime Minister","16339","Cabinet Office","11407",,,,
"Office for Civil Society","16340","Cabinet Office","11407",,,,
"Oldham Primary Care Trust","16341","National Health Service","11567",,,,
"One North East","16342","Department for Business, Innovation and Skills","11399",,,,
"Ordnance Survey","16343","Department for Business, Innovation and Skills","11399",,,,
"Oxfordshire Learning Disability NHS Trust","16344","National Health Service","11567",,,,
"Partnerships for Schools","16345","Department for Education","11424",,,,
"Passenger Focus","16346","Department for Transport","11406",,,,
"Planning Inspectorate","16347","Department for Communities and Local Government","11401",,,,
"Police Service of Northern Ireland","16348","Northern Ireland Executive","11415",,,,
"Portsmouth City Primary Care Trust","16349","National Health Service","11567",,,,
"Portsmouth NHS Trust","16350","National Health Service","11567",,,,
"Public Lending Right","16351","Department for Culture, Media and Sport","11419",,,,
"Qualifications and Curriculum Development Agency","16352","Department for Education","11424",,,,
"Queen Elizabeth II Conference Centre","16353","Department for Communities and Local Government","11401",,,,
"Queen Victoria Hospital NHS Foundation Trust","16354","National Health Service","11567",,,,
"Railway Heritage Committee","16355","Department for Transport","11406",,,,
"Regional Development Agencies","16356","Department for Business, Innovation and Skills","11399",,,,
"Robert Jones & Agnes Hunt Orthopaedic & District Hospital NHS Trust","16358","National Health Service","11567",,,,
"Royal Botanic Gardens, Kew","16359","Department for Environment, Food and Rural Affairs","11403",,,,
"Royal Cornwall Hospitals NHS Trust","16360","National Health Service","11567",,,,
"Royal Free Hampstead NHS Trust","16361","National Health Service","11567",,,,
"Royal Liverpool and Broadgreen University Hospital NHS Trust","16362","National Health Service","11567",,,,
"Royal United Hospital Bath NHS Trust","16363","National Health Service","11567",,,,
"Rural Payments Agency","16364","Department for Environment, Food and Rural Affairs","11403",,,,
"Salford Primary Care Trust","16365",,,,,"http://www.salford-pct.nhs.uk/documents/May2011.csv","http://www.salford-pct.nhs.uk/Expenditure.aspx?section=7"
"Sandwell & West Birmingham Hospitals NHS Trust","16366","National Health Service","11567",,,,
"Sandwell Mental Health and Social Care NHS Foundation Trust","16367","National Health Service","11567",,,,
"Sandwell Primary Care Trust","16368","National Health Service","11567",,,,
"Scarborough and North East Yorkshire Healthcare NHS Trust","16369","National Health Service","11567",,,,
"School Food Trust","16370","Department for Education","11424",,,,
"Science and Technology Facilities Council","16371","Department for Business, Innovation and Skills","11399",,,,
"Scottish Court Service","16372","Scottish Government","11414",,,,
"Scottish Prison Service","16373","Scottish Government","11414",,,,
"Sea Fish Industry Authority","16374","Department for Environment, Food and Rural Affairs","11403",,,,
"Security Industry Authority","16375","Home Office","11402",,,,
"NHS Sefton","16376","National Health Service","11567",,,,
"Serious Organised Crime Agency","16377","Home Office","11402",,,,
"Sheffield Primary Care Trust","16378","National Health Service","11567",,,,
"Shropshire County Primary Care Trust","16379","National Health Service","11567",,,,
"Solihull NHS Care Trust","16380","National Health Service","11567",,,,
"South Central Ambulance Service NHS Trust","16381","National Health Service","11567",,,,
"South Central Strategic Health Authority","16382","National Health Service","11567",,,,
"South East Coast Ambulance Service","16383","National Health Service","11567",,,,
"South Staffordshire and Shropshire Healthcare NHS Foundation Trust","16384","National Health Service","11567",,,,
"South Tyneside Primary Care Trust","16385","National Health Service","11567",,,,
"South Warwickshire NHS Foundation Trust","16386","National Health Service","11567",,,,
"South West London and St George's Mental Health NHS Trust","16387","National Health Service","11567",,,,
"Southport and Ormskirk Hospital NHS Trust","16389","National Health Service","11567",,,,
"Southwark Primary Care Trust","16390","National Health Service","11567",,,,
"St Helens and Knowsley Hospitals NHS Trust","16391","National Health Service","11567",,,,
"Standards for England","16392","Department for Communities and Local Government","11401",,,,
"Stockport Primary Care Trust","16393","National Health Service","11567",,,,
"Student Loans Company Limited","16395","Department for Business, Innovation and Skills","11399",,,,
"Sunderland Teaching Primary Care Trust","16396","National Health Service","11567",,,,
"Surrey and Sussex Healthcare NHS Trust","16397","National Health Service","11567",,,,
"Sustainable Development Commission","16398","Department for Environment, Food and Rural Affairs","11403",,,,
"Swindon Primary Care Trust","16399","National Health Service","11567",,,,
"Tameside Hospital NHS Foundation Trust","16400","National Health Service","11567",,,,
"Tenant Services Authority","16401","Department for Communities and Local Government","11401",,,,
"The Christie NHS Foundation Trust","16402","National Health Service","11567",,,,
"The Churches Conservation Trust","16403","Department for Culture, Media and Sport","11419",,,,
"The Geffrye Museum","16404","Department for Culture, Media and Sport","11419",,,,
"The Genome Analysis Centre","16405","Biotechnology and Biological Sciences Research Council","12370",,,,
"The Institute of Food Research","16406","Biotechnology and Biological Sciences Research Council","12370",,,,
"The John Innes Centre","16407","Biotechnology and Biological Sciences Research Council","12370",,,,
"The Mid Yorkshire Hospitals NHS Trust","16408","National Health Service","11567",,,,
"The National Archives","16409","Ministry of Justice","11400","TNA",,,
"The Pennine Acute Hospitals NHS Trust","16410","National Health Service","11567",,,,
"Pensions Ombudsman","16411","Department for Work and Pensions","11409",,,,
"The Royal Marsden NHS Foundation Trust","16412","National Health Service","11567",,,,
"The Royal Orthopaedic Hospital NHS Foundation Trust","16413","National Health Service","11567",,,,
"The Royal Wolverhampton Hospitals NHS Trust","16414","National Health Service","11567",,,,
"The Shrewsbury and Telford Hospital NHS Trust","16415","National Health Service","11567",,,,
"Thurrock Thames Gateway Development Corporation","16416","Department for Communities and Local Government","11401",,,,
"Torbay Care Trust","16417","National Health Service","11567",,,,
"UK Border Agency","16419","Home Office","11402",,,,
"UK Film Council","16420","Department for Culture, Media and Sport","11419",,,,
"UK Hydrographic Office","16421","Ministry of Defence","11404",,,,
"UK National Air Quality Archive","16422","Department for Environment, Food and Rural Affairs","11403",,,,
"UK Trade and Investment","16423",,,,,,
"United Kingdom Atomic Energy Authority","16424","Department for Business, Innovation and Skills","11399",,,,
"United Lincolnshire Hospitals NHS Trust","16425","National Health Service","11567",,,,
"University College London Hospital NHS Foundation Trust","16426","National Health Service","11567",,,,
"University Hospitals Coventry and Warwickshire NHS Trust","16427","National Health Service","11567",,,,
"University Hospitals of Morecambe Bay NHS Foundation Trust","16428","National Health Service","11567",,,,
"Valuation Tribunals","16429","Department for Communities and Local Government","11401",,,,
"Valuation Office Agency","16430","Her Majesty's Revenue and Customs","11412",,,,
"Vehicle and Operator Services Agency","16431","Department for Transport","11406",,,,
"Vehicle Operator Services Agency","16432","Department for Transport","11406",,,,
"Veterinary Laboratories Agency","16433","Department for Environment, Food and Rural Affairs","11403",,,,
"Wakefield District Primary Care Trust","16435","National Health Service","11567",,,,
"Walsall Hospitals NHS Trust","16436","National Health Service","11567",,,,
"Warrington Primary Care Trust","16437","National Health Service","11567",,,,
"NHS Warwickshire","16438","National Health Service","11567",,,,
"West London Mental Health NHS Trust","16439","National Health Service","11567",,,,
"Western Sussex Hospitals NHS Trust","16441","National Health Service","11567",,,,
"Whittington Hospital NHS Trust","16442","National Health Service","11567",,,,
"Wolverhampton City Primary Care Trust","16443","National Health Service","11567",,,,
"Worcestershire Acute Hospitals NHS Trust","16444","National Health Service","11567",,,,
"Worcestershire Mental Health Partnership NHS Trust","16445","National Health Service","11567",,,,
"Worcestershire Primary Care Trust","16446","National Health Service","11567",,,,
"Wrightington, Wigan & Leigh NHS Foundation Trust","16447","National Health Service","11567",,,,
"NHS National Services Scotland","16448","Scottish Government","11414","NSS",,,
"Department of Culture, Arts and Leisure","16449","Northern Ireland Executive","11415","DCAL",,,
"Department of the Environment","16450","Northern Ireland Executive","11415","DOE",,,
"Department of Finance and Personnel","16476","Northern Ireland Executive","11415","DFP",,,
"Department of Education","16477","Northern Ireland Executive","11415","DENI",,,
"Department for Regional Development","16478","Northern Ireland Executive","11415","DRD",,,
"Department for Employment and Learning","16479","Northern Ireland Executive","11415","DEL",,,
"Department of Health, Social Services and Public Safety","16480","Northern Ireland Executive","11415","DHSSPS",,,
"Department of Agriculture and Rural Development","16481","Northern Ireland Executive","11415","DARD",,,
"Department for Social Development","16482","Northern Ireland Executive","11415","DSD",,,
"Department of Justice","16483","Northern Ireland Executive","11415","DOJ",,,
"Middlesbrough Primary Care Trust","16531","National Health Service","11567",,,,
"Redcar & Cleveland Primary Care Trust","16532","National Health Service","11567",,,,
"Hartlepool Primary Care Trust","16534","National Health Service","11567",,,,
"Stockton Primary Care Trust","16535","National Health Service","11567",,,,
"North Middlesex University Hospital NHS Trust ","16537","National Health Service","11567",,,,
"NHS Stoke on Trent","16538","National Health Service","11567",,,,
"South West Yorkshire Partnership NHS Foundation Trust","16541","National Health Service","11567",,,,
"NHS Wirral","16542","National Health Service","11567",,,,
"Homerton University Hospital NHS Foundation Trust","16557","National Health Service","11567",,,,
"The Princess Alexandra Hospital NHS Trust","16587","National Health Service","11567",,,,
"Royal Brompton & Harefield NHS Trust","16589","National Health Service","11567",,,,
"Derby City Council","16590","Local Authorities","12493",,,,
"Oxfordshire Primary Care Trust","16593","National Health Service","11567",,,,
"NHS Hillingdon","16596","National Health Service","11567",,,,
"Newham University Hospital NHS Trust","16598","National Health Service","11567",,,,
"NHS Kensington and Chelsea","16599","National Health Service","11567",,,,
"Walsall Teaching Primary Care Trust ","16600","National Health Service","11567",,,,
"Newcastle Primary Care Trust","16603","National Health Service","11567",,,,
"Northumberland Care Trust","16604","National Health Service","11567",,,,
"Renewable Fuels Agency","16613","Department for Transport","11406",,,,
"Trafford Healthcare NHS Trust","16766","National Health Service","11567",,,,
"NHS South West","16812","National Health Service","11567",,,,
"Sussex Community NHS Trust","16813","National Health Service","11567",,,,
"Oxford Radcliffe Hospitals NHS Trust","16815","National Health Service","11567",,,,
"NHS Brighton and Hove","16840","National Health Service","11567",,,,
"Heart of England NHS Foundation Trust","16841","National Health Service","11567",,,,
"Barrow Borough Council","16843","Local Authorities","12493",,,,
"Mid Essex Hospital Services NHS Trust","16852","National Health Service","11567",,,,
"Ridgeway Partnership","16864","National Health Service","11567",,,,
"NHS Heywood, Middleton and Rochdale Primary Care Trust","16866","National Health Service","11567",,,,
"Birmingham Primary Care Shared Services Agency ","16867","National Health Service","11567",,,,
"George Eliot Hospital NHS Trust","16883","National Health Service","11567",,,,
"NHS County Durham","16978","National Health Service","11567",,,,
"NHS Darlington","16979","National Health Service","11567",,,,
"National Survey for Wales","17410","Welsh Government","11413",,,,
"Land & Property Services","17424","Department of Finance and Personnel","16476",,,,
"Pitstone Parish Council","18207","Local Authorities","12493",,,,
"Legal Services Commission","18225","Ministry of Justice","11400",,,,
"Parole Board","18228","Ministry of Justice","11400",,,,
"Youth Justice Board","18232","Ministry of Justice","11400",,,,
"Centre for Ecology & Hydrology","18487",,,"CEH","enquiries@ceh.ac.uk","http://www.ceh.ac.uk/","Centre for Ecology & Hydrology"
"Barking, Havering and Redbridge University Hospitals NHS Trust","18783","National Health Service","11567",,,,
"Independent Housing Ombudsman","18824","Department for Communities and Local Government","11401",,,,
"Geoplace","18863","Private Sector","13029",,,,
"British Waterways","19547","Department for Environment, Food and Rural Affairs","11403",,,,
"Derbyshire Dales District Council","19923","Local Authorities","12493",,,,
"Royal Air Force Museum","19956","Ministry of Defence","11404",,,,
"Football Licensing Authority","19974","Department for Culture, Media and Sport","11419",,,,
"Scottish Government Spatial Data Infrastructure","20010","Scottish Government","11414","Scottish SDI",,,
"Leeds Community Healthcare NHS Trust","20016","National Health Service","11567",,,,
"Solent NHS Trust","20018","National Health Service","11567",,,,
"Met Office","20054","Ministry of Defence","11404",,,,
"Veterinary Medicines Directorate","20124","Department for Environment, Food and Rural Affairs","11403",,,,
"Competition Commission","20348","Department for Business, Innovation and Skills","11399",,,,
"Animal Health and Veterinary Laboratories Agency","20388","Department for Environment, Food and Rural Affairs","11403",,,,
"East of England Development Agency","20389","Department for Business, Innovation and Skills","11399",,,,
"National Army Museum","20390","Ministry of Defence","11404",,,,
"Olympic Delivery Authority","20391","Department for Culture, Media and Sport","11419","ODA",,,
"The Hillingdon Hospitals NHS Foundation Trust","20392","National Health Service","11567",,,,
"Marine Management Organisation","20427","Department for Environment, Food and Rural Affairs","11403",,,,
"Defence Science and Technology Laboratory","20452","Ministry of Defence","11404",,,,
"Defence Support Group","20478","Ministry of Defence","11404",,,,
"Medical Research Council","20489","Department for Business, Innovation and Skills","11399",,,,
"General Teaching Council for England","20661","Department of Education","16477",,,,
"North West London Hospitals NHS Trust","20690","National Health Service","11567",,,,
"The Insolvency Service","20700","Department for Business, Innovation and Skills","11399",,,,
"The Food and Environment Research Agency","20890","Department for Environment, Food and Rural Affairs","11403",,,,
"United Kingdom Hydrographic Office","20891","Ministry of Defence","11404",,,,
"Geography and Technology","21059","Welsh Government","11413",,,,
"The Queen Elizabeth II Conference Centre","21082","Department for Communities and Local Government","11401",,,,
"Maritime and Coastguard Agency","21083","Department for Transport","11406",,,,
"The National Museum of the Royal Navy","21183","Ministry of Defence","11404",,,,
"The Northern Lighthouse Board","21332","Department for Transport","11406",,,,
"Consumer Focus","21421","Department for Business, Innovation and Skills","11399",,,,
"Trinity House Lighthouse Service","21824","Department for Transport","11406",,,,
"Wirral Community NHS Trust","21951","National Health Service","11567",,,,
"Marine Environmental Data & Information Network","21956",,,,,,
"Basildon and Thurrock University Hospitals NHS Foundation Trust","21994","National Health Service","11567",,,,
"Capital For Enterprise Ltd","22503","Department for Business, Innovation and Skills","11399",,,,
"Defence Infrastructure Organisation","23278","Ministry of Defence","11404",,,,
"NHS Hertfordshire","23336","National Health Service","11567",,,,
"CRC Energy Efficiency Scheme","23373","Department of Energy and Climate Change","11405",,,,
"Welsh Government Spatial Data Infrastructure","23784","Welsh Government","11413",,,,
"Worcestershire Health and Care NHS Trust","23798","National Health Service","11567",,,,
"Barnsley Metropolitan Borough Council","23868",,,"BMBC","online@barnsley.gov.uk","http://www.barnsley.gov.uk","Barnsley Council online"
"Knowledge & Analytical Services","24546","Welsh Government","11413",,,,
"Worcestershire County Council","24576","Local Authorities","12493",,,,
"Robert Jones and Agnes Hunt Orthopaedic Hospital NHS Foundation Trust","24952","Department of Health","11410",,,,
"Lincolnshire Partnership NHS Foundation Trust","25183","Department of Health","11410",,,,
"National Biodiversity Network","25359",,,,,,
"Bridgewater Community Healthcare NHS Trust","25421","National Health Service","11567",,,,
"Lincolnshire Community Health Services NHS Trust","25540","National Health Service","11567",,,,
"Pennine Care NHS Foundation Trust","25698","National Health Service","11567",,,,
"Newquay Town Council","25866","Local Authorities","12493",,,"http://www.newquaycouncil.co.uk","Newquay Town Council"
"Cheltenham Borough Council","25867","Local Authorities","12493",,,,
"Southern Health NHS Foundation Trust","25900","National Health Service","11567",,,,
"Shropshire Community Health NHS Trust","25946","National Health Service","11567",,,,
"Wolverton and Greenleys Town Council","25989","Local Authorities","12493",,,,
"Hart District Council","26208","Local Authorities","12493",,,,
"Solihull Primary Care Trust","26309","National Health Service","11567",,,,
"Sefton Metropolitan Borough Council","26566","Local Authorities","12493",,,,
"Keynsham Town Council","27569","Local Authorities","12493",,,,
"Hazel Lee","28266","Cabinet Office","11407",,,,
"George Wilson","28267","Olympic Delivery Authority","20391",,,,
"NHS Brent","28268","Department of Health","11410",,,,
"Harrogate Borough Council","28269","Local Authorities","12493",,,,
"St Austell Town Council","28270","Local Authorities","12493",,,,
"NHS Kent and Medway","28509","National Health Service","11567",,,,
"National Assocation of Local Councils","28510","Department for Communities and Local Government","11401",,,,
"National Records of Scotland","28640","Scottish Government","11414","NRS",,,
"Doncaster PCT","28678","National Health Service","11567",,,,
"GPS","28682","Cabinet Office","11407",,,,
"National Portrait Gallery","28727","Department for Culture, Media and Sport","11419",,,,
"Collections Trust","28879","Department for Culture, Media and Sport","11419",,,,
"Bromley PCT","28975","National Health Service","11567",,,,
"YORKSHIRE AMBULANCE SERVICE NHS TRUST","28995","National Health Service","11567",,,,
"The Ipswich Hospital NHS Trust","31195","National Health Service","11567",,,,
"Mid Essex PCT","31196","National Health Service","11567",,,,
"Charity commissions for England and Wales","31197","Charity Commission for England and Wales","12208",,,,
"Committee on Climate Change","31313","Department of Energy and Climate Change","11405",,,,
"Barnsley Primary Care Trust","32045","National Health Service","11567",,,,
"City and Hackney Primary Care Trust","32093","National Health Service","11567",,,,
"Tower Hamlets PCT","32094","National Health Service","11567",,,,
"Office for Low Emission Vehicles","32295","Department for Transport","11406",,,,
"Monmouthshire County Council","32619","Welsh Government","11413",,,,
"Northumberland County Council","32658","Local Authorities","12493",,,,
"Norfolk Community Health and Care NHS Trust","32866","National Health Service","11567",,,,
"Shaftesbury Town Council","33035","Local Authorities","12493",,,,
"Royal Borough of Windsor and Maidenhead","33036","Local Authorities","12493",,,,
"Engineering Construction Industry Training Board","33180","Department for Business, Innovation and Skills","11399","ECITB",,,
"Monmouthshire County Council","33245","Local Authorities","12493",,,,
"South West Essex PCT","33625","National Health Service","11567",,,,
"Northern Ireland ","33626","Northern Ireland Executive","11415",,,,
"Northern Ireland Spatial Data Infrastructure","33627","Northern Ireland Executive","11415",,,,
"Royal College of Paediatrics & Child Health","33646","Department of Health","11410",,,,
"Learning and Skills Improvement Service","33657","Department for Business, Innovation and Skills","11399",,,,
"North Tyneside Metropolitan Borough Council","33961","Local Authorities","12493",,,,
"Bodmin Town Council","34237","Local Authorities","12493",,,,
"NHS Reference Costs","34238","Department of Health","11410",,,,
"Iain Sharp","34613","London Borough of Hackney","15165",,,,
"St Edmundsbury Borough Council","34943","Local Authorities","12493",,,,
"NHS Dorset","35053","National Health Service","11567",,,,
"LONDON BOROUGH OF BEXLEY","35690","Local Authorities","12493",,,,
"Paul Lyons","36487","Office for National Statistics","11408",,,,
"Barbara Lennards","36488","Office for National Statistics","11408",,,,
"Isle of Wight NHS Trust","36489","National Health Service","11567",,,,
"Department of Health - Details of Exceptions to Spending Moratoria ","37369","Department of Health","11410",,,,
"Kettering General Hospital NHS Foundation Trust","37370","National Health Service","11567",,,,
